Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,4G,3G,TELEFONIAFIJA,WIRELESS,SATELITAL
Buenos Aires,Bahía Blanca,Villa Bordeau,0,0,0,0,1,1,0,0,0
Buenos Aires,Bahía Blanca,Villa Espora,0,0,0,0,0,0,0,0,0
Buenos Aires,Balcarce,Balcarce,1,1,1,1,1,1,1,1,0
Buenos Aires,Balcarce,Los Pinos,0,0,0,0,0,0,1,1,0
Buenos Aires,Balcarce,Napaleofú,0,0,0,1,1,1,1,1,0
Buenos Aires,Balcarce,Ramos Otero,0,0,0,0,1,0,0,1,0
Buenos Aires,Balcarce,San Agustín,0,0,0,0,0,0,1,1,0
Buenos Aires,Balcarce,Villa Laguna La Brava,0,0,0,0,1,1,1,1,0
Buenos Aires,Baradero,Baradero,1,1,0,1,1,1,1,1,1
Buenos Aires,Baradero,Irineo Portela,0,0,0,1,0,0,1,1,1
Buenos Aires,Baradero,Santa Coloma,0,0,0,0,1,0,0,1,0
Buenos Aires,Baradero,Villa Alsina (Est. Alsina),1,0,0,0,1,1,1,1,0
Buenos Aires,Benito Juárez,Barker,0,0,1,1,1,1,1,1,1
Chubut,Futaleufú,Lago Rosario,0,0,0,0,0,0,1,0,1
Buenos Aires,General Las Heras,General Las Heras (Est. Las Heras),1,1,1,1,1,1,1,1,0
Buenos Aires,General Las Heras,La Choza,0,0,0,0,0,0,0,0,0
Buenos Aires,General Las Heras,Lozano,0,0,0,0,0,0,0,0,1
Buenos Aires,General Las Heras,Plomer,0,0,0,0,0,0,1,0,0
Buenos Aires,General Las Heras,Villars,0,1,1,1,0,0,1,0,0
Buenos Aires,General Lavalle,Chacras de San Clemente,0,0,0,0,0,0,0,1,0
Buenos Aires,General Lavalle,General Lavalle,0,1,0,1,1,1,1,1,1
Buenos Aires,General Lavalle,Pavón,0,0,0,1,1,1,0,1,0
Buenos Aires,General Paz,Barrio Río Salado,0,0,0,0,0,0,0,0,0
Buenos Aires,General Paz,Loma Verde,0,0,0,0,1,1,1,1,0
Buenos Aires,General Paz,Ranchos,1,0,1,1,1,1,1,1,0
Buenos Aires,General Paz,Villanueva (Ap. Río Salado),0,0,0,0,0,0,1,1,0
Buenos Aires,General Pinto,Colonia San Ricardo (Est. Iriarte),1,0,0,0,1,1,1,1,0
Misiones,San Ignacio,General Urquiza,0,0,0,0,0,0,0,1,0
Buenos Aires,Magdalena,General Mansilla (Est. Bartolomé Bavio),0,1,0,1,1,0,1,0,0
Buenos Aires,Magdalena,Los Naranjos,0,0,0,1,0,0,0,0,0
Buenos Aires,Magdalena,Magdalena,1,1,1,0,1,1,1,1,0
Buenos Aires,Magdalena,Roberto J. Payró,0,0,0,0,0,0,0,1,0
Buenos Aires,Magdalena,Vieytes,0,0,0,1,0,0,1,1,0
Buenos Aires,Maipú,Las Armas,1,0,0,0,1,1,1,1,0
Buenos Aires,Maipú,Maipú,1,0,1,0,1,1,1,1,0
Buenos Aires,Maipú,Santo Domingo,0,0,0,0,1,0,1,1,1
Buenos Aires,Malvinas Argentinas,Area De Promocion El Triángulo,1,0,0,1,1,1,0,0,0
Buenos Aires,Malvinas Argentinas,Grand Bourg,1,1,0,1,1,1,1,0,0
Buenos Aires,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,1,1,0,1,1,1,1,1,0
Buenos Aires,San Fernando,San Fernando,1,1,1,1,1,1,1,1,0
Buenos Aires,San Fernando,Victoria,1,1,0,1,1,1,1,1,1
Buenos Aires,San Fernando,Virreyes,1,1,0,1,1,1,1,0,0
Buenos Aires,San Isidro,Acassuso,1,1,1,1,1,1,1,0,1
Buenos Aires,San Isidro,Beccar,1,1,0,1,1,1,1,1,0
Buenos Aires,San Isidro,Boulogne Sur Mer,1,1,0,1,1,1,1,1,0
Caba,COMUNA 04,NUEVA POMPEYA,1,1,1,1,1,1,1,1,1
Chaco,San Fernando,Fontana,0,0,0,1,1,1,0,1,0
Chaco,San Fernando,Puerto Vilelas,0,0,0,1,1,1,0,0,1
Chaco,San Fernando,Resistencia,1,1,1,1,1,1,1,1,1
Chaco,San Lorenzo,Samuhú,0,0,0,0,1,0,0,0,1
Buenos Aires,Tandil,Desvío Aguirre,0,0,0,1,1,1,0,1,0
Buenos Aires,Tandil,Gardey,0,0,0,1,1,1,1,1,0
Buenos Aires,Tandil,María Ignacia (Est. Vela),1,0,0,0,1,0,1,1,0
Buenos Aires,Tandil,Tandil,1,1,1,1,1,1,1,1,1
Buenos Aires,Tapalqué,Crotto,0,0,0,0,0,0,0,0,0
Buenos Aires,Tapalqué,Tapalqué,0,0,0,0,1,1,1,0,1
Buenos Aires,Tapalqué,Velloso,0,0,0,0,0,0,0,0,0
Buenos Aires,Tigre,Benavídez,1,1,0,1,1,1,1,1,1
Buenos Aires,Tigre,Dique Luján,1,1,0,1,1,1,1,1,0
Caba,COMUNA 10,FLORESTA,1,1,1,1,1,1,1,1,1
Chubut,Futaleufú,Los Cipreses,0,0,0,0,0,0,1,0,1
Chubut,Futaleufú,Trevelín,1,0,1,0,1,1,1,1,1
Chubut,Futaleufú,Villa Futalaufquen,0,0,0,0,0,0,1,0,1
Chubut,Gaiman,28 de Julio,0,0,0,1,1,1,0,0,1
Chubut,Gaiman,Dique Florentino Ameghino,0,0,0,0,0,0,1,0,0
Chubut,Gaiman,Dolavon,0,0,1,1,1,0,1,0,1
Buenos Aires,San Isidro,Martínez,1,1,1,1,1,1,1,1,1
Buenos Aires,San Isidro,San Isidro,1,1,1,1,1,1,1,1,1
Buenos Aires,San Isidro,Villa Adelina,1,1,0,1,1,1,1,0,0
Buenos Aires,San Miguel,Bella Vista,1,1,1,1,1,1,1,1,1
Buenos Aires,San Miguel,Campo De Mayo,0,0,0,0,1,1,0,0,1
Buenos Aires,San Miguel,Muñiz,1,1,1,1,1,1,1,0,0
Cordoba,Cruz del Eje,Canteras Quilpo,0,0,0,0,0,0,1,1,0
Cordoba,Cruz del Eje,Cruz de Caña,0,0,0,0,0,0,0,1,0
Buenos Aires,Berisso,Berisso,1,1,1,1,1,1,1,1,0
Buenos Aires,Berisso,Los Talas,0,0,0,0,0,0,0,0,0
Buenos Aires,Berisso,Villa Arguello,0,0,0,1,1,1,0,1,0
Buenos Aires,Berisso,Villa Dolores,0,0,0,0,1,1,0,0,0
Buenos Aires,Berisso,Villa Independencia,0,0,0,0,0,0,0,0,0
Buenos Aires,Berisso,Villa Nueva,0,0,0,1,1,1,0,1,0
Buenos Aires,Berisso,Villa Porteña,0,0,0,0,0,0,0,0,0
Buenos Aires,Berisso,Villa Progreso,0,0,0,1,0,0,0,1,0
Buenos Aires,Berisso,Villa San Carlos,0,0,0,0,1,1,0,0,0
Buenos Aires,Berisso,Villa Zula,0,0,0,0,0,0,0,0,0
Buenos Aires,Bolívar,Hale,1,0,0,0,0,0,1,0,0
Buenos Aires,Bolívar,Juan F. Ibarra,0,0,0,0,0,0,0,0,0
Buenos Aires,Bolívar,Mariano Unzué,0,0,0,0,0,0,0,0,0
Buenos Aires,Bolívar,Paula,0,0,0,0,0,0,0,0,1
Buenos Aires,Bolívar,Pirovano,0,0,0,0,0,1,1,1,0
Buenos Aires,Bolívar,San Carlos de Bolívar (Est. Bolívar),1,1,1,0,1,1,1,1,0
Buenos Aires,Bolívar,Urdampilleta,0,0,1,0,1,1,1,1,0
Buenos Aires,Bolívar,Villa Lynch Pueyrredón,0,0,0,0,0,0,0,0,0
Buenos Aires,Bragado,Asamblea,0,0,0,0,0,0,0,0,0
Caba,COMUNA 12,VILLA URQUIZA,1,1,1,1,1,1,1,1,1
Cordoba,Río Cuarto,Alpa Corral,0,0,0,0,1,1,0,0,0
Cordoba,Río Cuarto,Berrotarán,1,1,0,1,1,1,1,1,0
Cordoba,Río Cuarto,Bulnes,1,0,0,0,1,1,0,0,1
Cordoba,Río Cuarto,Chaján,0,0,0,1,1,1,1,0,1
Cordoba,Río Cuarto,Chucul,1,0,0,1,1,1,1,1,0
Cordoba,Río Cuarto,Coronel Baigorria,0,0,0,1,1,1,0,0,0
Chaco,San Lorenzo,Villa Berthet,0,0,0,1,1,1,0,1,1
Chaco,Sargento Cabral,Capitán Solari,0,0,0,1,1,1,1,1,0
Chaco,Sargento Cabral,Colonia Elisa,0,0,0,0,1,1,1,0,1
Chaco,Sargento Cabral,Colonias Unidas,0,0,0,1,1,1,1,1,0
Chaco,Sargento Cabral,Ingeniero Barbet,0,0,0,0,0,0,0,0,0
Chaco,Sargento Cabral,Las Garcitas,0,0,0,0,1,1,1,1,1
Chaco,Tapenagá,Charadai,0,0,0,1,1,1,1,0,1
Chaco,Tapenagá,Cote Lai,0,0,0,0,1,0,1,0,0
Chaco,Tapenagá,Haumonía,0,0,0,0,0,0,0,0,0
Chaco,Tapenagá,Horquilla,0,0,0,0,0,0,0,0,0
Chaco,Tapenagá,La Sabana,0,0,0,0,0,0,0,0,0
Chubut,Biedma,Arroyo Verde,0,0,0,0,0,0,0,0,1
Chubut,Biedma,Puerto Madryn,1,1,1,1,1,1,1,1,1
Chubut,Biedma,Puerto Pirámide,0,0,0,0,1,1,1,1,1
Chubut,Biedma,Quinta El Mirador,0,0,0,0,1,1,0,1,0
Cordoba,Cruz del Eje,Cruz del Eje,1,1,0,1,1,1,1,1,0
Cordoba,Cruz del Eje,El Brete,0,0,0,1,0,0,0,1,0
Cordoba,Cruz del Eje,El Rincón,0,0,0,0,0,0,0,0,0
Cordoba,Cruz del Eje,Guanaco Muerto,0,0,0,0,0,0,0,1,0
Cordoba,Cruz del Eje,La Banda,0,0,0,0,0,0,0,0,1
Cordoba,Cruz del Eje,La Batea,0,0,0,0,0,0,0,1,0
Cordoba,Cruz del Eje,La Higuera,1,0,0,0,1,0,1,1,0
Cordoba,Cruz del Eje,Las Cañadas,0,0,0,0,0,0,0,0,0
Cordoba,Cruz del Eje,Las Playas,0,0,0,1,0,0,0,1,0
Cordoba,Cruz del Eje,Los Chañaritos,0,0,0,1,0,0,0,1,0
Cordoba,Cruz del Eje,Media Naranja,0,0,0,0,0,0,0,1,0
Cordoba,Cruz del Eje,Paso Viejo,1,0,0,0,1,1,1,1,0
Cordoba,Cruz del Eje,San Marcos Sierra,0,1,0,1,1,1,1,1,0
Cordoba,Cruz del Eje,Serrezuela,1,0,0,1,1,1,1,1,0
Cordoba,Cruz del Eje,Tuclame,0,0,0,0,0,0,0,1,0
Buenos Aires,General Pueyrredón,Chapadmalal,1,0,0,1,1,1,1,1,1
Buenos Aires,General Pueyrredón,El Marquesado,0,0,0,0,0,0,1,1,0
Buenos Aires,General Pueyrredón,Estacion Camet,0,0,0,0,1,1,0,0,0
Buenos Aires,General Pueyrredón,Estación Chapadmalal,1,0,0,1,1,1,0,1,1
Buenos Aires,General Pueyrredón,Mar del Plata,1,1,1,1,1,1,1,1,1
Buenos Aires,General Pueyrredón,Punta Mogotes,0,0,0,0,1,1,0,0,0
Buenos Aires,General Pueyrredón,Sierra de los Padres,1,0,0,1,1,1,1,1,0
Buenos Aires,General Rodríguez,Barrio Ruta 24 Kilómetro 10,0,0,0,1,1,1,0,0,0
Buenos Aires,General Rodríguez,Country Club Bosque Real - Barrio Morabo,0,0,0,0,1,1,0,0,0
Caba,COMUNA 05,ALMAGRO,1,1,1,1,1,1,1,1,1
Chubut,Escalante,Comodoro Rivadavia,1,1,1,1,1,1,1,1,1
Chubut,Escalante,Diadema Argentina,0,0,0,0,1,1,0,1,0
Chubut,Escalante,Km. 11 - Cuarteles,0,0,0,0,0,0,0,0,0
Chubut,Escalante,KM. 3 - General Mosconi,0,0,0,0,1,1,0,0,0
Chubut,Escalante,KM. 5 - Presidente Ortiz,0,0,0,0,0,0,0,0,0
Chubut,Escalante,KM. 8 - Don Bosco,0,0,0,0,1,1,0,0,0
Caba,COMUNA 05,BOEDO,1,1,1,1,1,1,1,1,1
Chubut,Escalante,Rada Tilly,1,1,1,1,1,1,1,1,0
Chubut,Florentino Ameghino,Camarones,0,0,0,0,1,0,1,1,1
Chubut,Florentino Ameghino,Garayalde,0,0,0,0,0,0,0,1,0
Chubut,Futaleufú,Aldea Escolar,0,0,0,0,0,0,1,0,1
Chubut,Futaleufú,Corcovado,0,0,1,0,0,0,1,0,1
Chubut,Futaleufú,Esquel,1,1,1,0,1,1,1,1,1
Buenos Aires,Mar Chiquita,General Pirán,0,0,1,1,1,1,1,1,0
Buenos Aires,Mar Chiquita,La Armonía,0,0,0,0,1,1,0,1,0
Buenos Aires,Mar Chiquita,La Baliza,0,0,0,0,1,1,0,0,0
Buenos Aires,Mar Chiquita,La Caleta,0,0,0,0,0,0,0,1,0
Buenos Aires,Mar Chiquita,Mar Chiquita,0,0,0,0,1,1,1,0,0
Buenos Aires,Mar Chiquita,Mar de Cobo,1,0,1,1,0,0,1,0,0
Buenos Aires,Mar Chiquita,Playa Dorada,0,0,0,0,1,1,0,1,0
Buenos Aires,Mar Chiquita,Santa Clara del Mar,1,0,0,1,1,1,0,1,0
Buenos Aires,Mar Chiquita,Santa Elena,0,0,0,0,0,0,0,0,0
Buenos Aires,Mar Chiquita,Vivoratá,0,0,0,1,1,1,1,1,0
Buenos Aires,Marcos Paz,Barrio Santa Rosa,0,0,0,0,1,0,0,0,0
Buenos Aires,Marcos Paz,Marcos Paz,1,1,1,1,1,1,1,1,1
Buenos Aires,Mercedes,Goldney,0,0,0,0,0,0,0,0,0
Buenos Aires,Benito Juárez,Benito Juárez (Est. Juárez),1,0,1,1,1,1,1,1,1
Buenos Aires,Benito Juárez,López,0,0,0,1,0,0,0,1,0
Buenos Aires,Benito Juárez,Tedín Uriburu,0,0,0,0,1,1,0,0,0
Buenos Aires,Benito Juárez,Villa Cacique (Est. Alfredo Fortabat),0,0,0,1,1,1,0,1,1
Buenos Aires,Berazategui,Berazategui,1,1,1,1,1,1,1,1,1
Buenos Aires,Berazategui,Berazategui Oeste,1,1,0,1,1,1,1,0,0
Buenos Aires,Berazategui,Carlos Tomás Sourigues,1,1,0,1,1,1,1,0,0
Buenos Aires,Berazategui,Centro Agrícola El Pato,1,1,0,0,1,1,1,1,0
Cordoba,Totoral,Sarmiento,1,0,0,0,0,0,1,0,0
Cordoba,Totoral,Simbolar,0,0,0,0,0,0,1,0,0
Buenos Aires,Berazategui,Guillermo E. Hudson,1,1,1,1,1,1,1,0,0
Buenos Aires,Berazategui,Juan María Gutierrez,1,1,1,1,1,1,1,1,0
Buenos Aires,Berazategui,Pereyra,1,1,1,1,1,0,1,0,0
Buenos Aires,Berazategui,Plátanos,0,1,0,1,1,1,1,0,0
Buenos Aires,Berazategui,Ranelagh,1,1,1,1,1,1,1,0,1
Buenos Aires,Berazategui,Villa España,1,1,0,1,1,1,1,0,0
Buenos Aires,Berisso,Barrio Banco Provincia,0,0,0,0,1,0,0,0,0
Buenos Aires,Berisso,Barrio El Carmen (Este),0,0,0,1,1,1,0,1,0
Buenos Aires,Berisso,Barrio Universitario,0,0,0,0,1,1,0,0,0
Entre Rios,Colón,El Colorado,0,0,0,0,1,1,0,0,1
Entre Rios,Colón,Hambis,0,0,0,0,0,0,0,1,0
Buenos Aires,General Pinto,General Pinto,0,0,1,0,1,1,1,0,1
Buenos Aires,General Pinto,Germania (Est. Mayor José Orellano),1,0,0,0,1,1,0,0,0
Buenos Aires,General Pinto,Gunther,0,0,0,0,0,1,0,0,0
Buenos Aires,General Pinto,Villa Francia (Est. Coronel Granada),0,0,0,1,1,0,1,0,1
Buenos Aires,General Pinto,Villa Roth (Est. Ingeniero Balbín),0,0,0,0,0,0,0,0,0
Buenos Aires,General Pueyrredón,Barrio Colinas Verdes,0,0,0,0,1,1,0,1,0
Buenos Aires,General Pueyrredón,Barrio El Boquerón,0,0,0,0,1,0,0,1,0
Buenos Aires,General Pueyrredón,Barrio El Casal,0,0,0,0,0,0,0,1,0
Buenos Aires,General Pueyrredón,Barrio El Coyunco,0,0,0,1,1,1,0,1,0
Buenos Aires,General Pueyrredón,Barrio La Gloria,0,0,0,0,1,1,0,1,0
Buenos Aires,General Pueyrredón,Barrio Santa Paula,0,0,0,1,1,1,0,1,1
Buenos Aires,General Pueyrredón,Batán,1,0,0,1,1,1,1,1,1
Buenos Aires,General Pueyrredón,Camet,1,0,0,1,1,1,1,1,0
Entre Rios,Colón,Hocker,0,0,0,0,1,0,0,1,0
Buenos Aires,Malvinas Argentinas,Ingeniero Pablo Nogués,1,1,1,1,1,1,1,1,0
Buenos Aires,Malvinas Argentinas,Los Polvorines,1,1,1,1,1,1,1,1,1
Buenos Aires,Malvinas Argentinas,Malvinas Argentinas,0,1,0,1,0,0,0,1,0
Buenos Aires,Malvinas Argentinas,Tortuguitas,1,1,0,1,1,1,1,0,0
Buenos Aires,Malvinas Argentinas,Villa De Mayo,1,1,1,1,1,1,1,1,0
Buenos Aires,Mar Chiquita,Atlantida,0,0,0,0,1,1,0,0,0
Buenos Aires,Mar Chiquita,Camet Norte,0,0,0,0,1,1,0,0,0
Buenos Aires,Mar Chiquita,Coronel Vidal,1,1,0,1,1,1,1,1,0
Buenos Aires,Mar Chiquita,Frente Mar,0,0,0,0,1,1,0,0,0
Buenos Aires,San Miguel,San Miguel,1,1,1,1,1,1,1,1,1
Buenos Aires,San Nicolás,Campos Salles,0,0,0,0,0,0,0,0,0
Buenos Aires,San Nicolás,Conesa,1,0,0,0,1,1,1,0,1
Buenos Aires,San Nicolás,Erézcano,0,0,0,0,0,0,0,1,0
Buenos Aires,San Nicolás,General Rojo,0,0,0,1,1,1,1,0,1
Buenos Aires,San Nicolás,La Emilia,0,0,0,0,1,1,0,0,0
Buenos Aires,San Nicolás,San Nicolás de los Arroyos,1,1,1,1,1,1,1,1,1
Buenos Aires,San Nicolás,Villa Campi,0,0,0,0,0,1,0,0,0
Buenos Aires,San Nicolás,Villa Canto,0,0,0,0,1,1,0,0,0
Buenos Aires,San Nicolás,Villa Esperanza,0,0,0,0,0,0,0,0,0
Buenos Aires,San Nicolás,Villa Riccio,0,0,0,0,0,0,0,0,0
Buenos Aires,San Pedro,Gobernador Castro,0,0,0,0,1,1,0,0,0
Buenos Aires,San Pedro,Ingeniero Moneta,0,0,0,0,0,0,0,0,0
Buenos Aires,San Pedro,Obligado,0,0,0,0,1,0,0,0,0
Buenos Aires,San Pedro,Pueblo Doyle,0,0,0,0,0,0,0,0,0
Buenos Aires,San Pedro,Río Tala,0,0,0,1,1,1,0,0,0
Buenos Aires,San Pedro,San Pedro,1,1,0,1,1,1,1,1,1
Buenos Aires,San Pedro,Santa Lucía,0,0,0,1,1,1,1,0,1
Buenos Aires,San Vicente,Alejandro Korn,1,1,1,1,1,1,1,1,0
Buenos Aires,San Vicente,Domselaar,0,1,0,0,1,1,1,1,0
Buenos Aires,San Vicente,San Vicente,1,1,1,1,1,1,1,1,0
Buenos Aires,Suipacha,General Rivas,1,0,0,0,1,0,1,1,0
Buenos Aires,Suipacha,Suipacha,1,0,1,1,1,1,1,1,0
Buenos Aires,Tandil,De la Canal,0,0,0,0,0,0,0,1,0
Caba,COMUNA 04,PARQUE PATRICIOS,1,1,1,1,1,1,1,1,1
Chubut,Gaiman,Gaiman,1,0,1,1,1,1,1,0,1
Chubut,Gastre,Blancuntre,0,0,0,0,0,0,1,0,1
Chubut,Gastre,El Escorial,0,0,0,0,0,0,1,0,1
Chubut,Gastre,Gastre,0,0,0,0,1,0,1,1,0
Chubut,Gastre,Lagunita Salada,0,0,0,0,0,0,1,1,1
Chubut,Gastre,Yala Laubat,0,0,0,0,0,0,0,0,1
Chubut,Languiñeo,Aldea Epulef,0,0,0,0,0,0,1,1,1
Chubut,Languiñeo,Carrenleufú,0,0,0,0,0,0,1,0,1
Entre Rios,Colón,Hocker,0,0,0,0,1,0,0,0,0
Caba,COMUNA 10,MONTE CASTRO,1,1,1,1,1,1,1,1,1
Cordoba,Río Cuarto,Coronel Moldes,1,0,0,0,1,1,1,0,0
Cordoba,Río Cuarto,Elena,1,0,0,1,1,1,1,1,0
Cordoba,Río Cuarto,La Carolina,1,0,0,0,0,1,1,1,1
Cordoba,Río Cuarto,La Cautiva,0,0,0,0,1,0,1,0,0
Cordoba,Río Cuarto,La Gilda,0,0,0,0,0,0,0,0,0
Cordoba,Río Cuarto,Las Acequias,1,0,0,1,1,1,1,0,0
Caba,COMUNA 13,BELGRANO,1,1,1,1,1,1,1,1,1
Chubut,Languiñeo,Colan Conhue,0,0,0,0,0,0,1,1,1
Chubut,Languiñeo,Paso del Sapo,0,0,0,0,0,0,1,1,1
Chubut,Languiñeo,Tecka,0,0,0,0,0,0,1,0,1
Chubut,Mártires,El Mirasol,0,0,0,0,0,0,0,0,1
Chubut,Mártires,Las Plumas,0,0,0,0,0,0,1,0,1
Chubut,Paso de Indios,Cerro Cóndor,0,1,0,0,0,0,1,0,1
Chubut,Paso de Indios,Los Altares,0,0,0,0,0,0,1,1,1
Chubut,Paso de Indios,Paso de Indios,0,0,0,0,1,0,1,0,1
Chubut,Rawson,Playa Magagna,0,1,0,0,0,0,0,1,0
Buenos Aires,Bragado,Bragado,1,1,1,1,1,1,1,1,0
Buenos Aires,Bragado,Comodoro Py,0,0,0,1,1,1,0,1,0
Buenos Aires,Bragado,General O'Brien,1,0,0,1,1,1,1,1,0
Buenos Aires,Bragado,Irala,0,1,0,0,1,0,1,1,0
Buenos Aires,Bragado,La Limpia,0,0,0,0,0,0,0,0,0
Buenos Aires,Bragado,Máximo Fernández (Est. Juan F. Salaberry),0,0,0,0,0,0,0,0,0
Buenos Aires,Bragado,Mechita (Est. Mecha),1,1,0,0,0,0,0,1,0
Buenos Aires,Bragado,Olascoaga,0,0,0,0,0,0,0,1,0
Buenos Aires,Bragado,Warnes,1,0,0,0,0,0,0,1,0
Buenos Aires,Brandsen,Altamirano,0,0,0,0,1,0,1,0,0
Buenos Aires,Brandsen,Barrio El Mirador,0,0,0,0,1,1,0,0,0
Buenos Aires,Brandsen,Barrio Las Golondrinas,0,0,0,0,1,1,0,0,0
Buenos Aires,Brandsen,Barrio Los Bosquecitos,0,0,0,0,0,0,0,0,0
Buenos Aires,Brandsen,Barrio Parque Las Acacias,0,0,0,0,0,0,0,0,0
Buenos Aires,Brandsen,Campos de Roca,0,0,0,0,1,1,0,0,0
Buenos Aires,Brandsen,Club de Campo Las Malvinas,0,0,0,0,0,0,0,0,0
Entre Rios,Paraná,Pueblo Moreno,0,0,0,0,0,0,0,0,0
Rio Negro,General Roca,Barrio Unión,0,0,0,0,0,0,0,1,0
Buenos Aires,Brandsen,Coronel Brandsen,1,1,0,1,1,1,1,1,0
Buenos Aires,Brandsen,Gómez,0,0,0,0,1,0,1,0,0
Buenos Aires,Brandsen,Jeppener,1,0,0,1,1,1,1,0,0
Buenos Aires,Brandsen,Oliden,0,0,0,0,1,0,1,0,0
Buenos Aires,Brandsen,Posada de los Lagos,0,0,0,0,1,1,0,0,0
Buenos Aires,Brandsen,Samborombón,0,0,0,0,0,0,0,0,0
Buenos Aires,Campana,Alto Los Cardales,0,0,0,1,1,1,0,1,0
Buenos Aires,Campana,Barrio Los Pioneros,0,0,0,0,1,1,0,1,0
Buenos Aires,Campana,Campana,1,1,1,1,1,1,1,1,1
Buenos Aires,Campana,Chacras del Río Luján,0,0,0,0,1,1,0,1,0
Buenos Aires,Campana,Lomas del Río Luján (Est. Río Luján),0,1,0,0,1,1,0,0,0
Buenos Aires,General Rodríguez,General Rodríguez,1,1,1,1,1,1,1,1,1
Buenos Aires,General San Martín,Barrio Parque General San Martin,0,0,1,1,1,0,1,1,0
Buenos Aires,General San Martín,Billinghurst,1,1,0,1,1,1,1,0,0
Buenos Aires,General San Martín,Ciudad Del Libertador General San Martin,1,1,0,1,1,1,1,1,1
Buenos Aires,General San Martín,Ciudad Jardin El Libertador,0,1,0,0,1,1,1,0,0
Buenos Aires,General San Martín,Va Ma Irene De Los Remedios De Escalada,0,1,0,0,1,1,0,0,0
Buenos Aires,General San Martín,Villa Ayacucho,0,1,0,1,1,1,0,0,0
Buenos Aires,General San Martín,Villa Ballester,1,1,1,1,1,1,1,1,0
Buenos Aires,General San Martín,Villa Bernardo Monteagudo,0,1,0,1,1,1,0,0,0
Buenos Aires,General San Martín,Villa Chacabuco,0,1,0,1,1,1,0,0,0
Buenos Aires,General San Martín,Villa Coronel Jose M. Zapiola,0,1,0,1,1,1,0,0,0
Buenos Aires,General San Martín,Villa General Antonio J. De Sucre,0,1,0,1,1,1,0,0,0
Buenos Aires,General San Martín,Villa General Eugenio Necochea,0,1,0,1,1,1,0,0,0
Buenos Aires,General San Martín,Villa General Jose Tomas Guido,0,1,0,1,1,1,0,0,0
Buenos Aires,General San Martín,Villa General Juan G. Las Heras,0,1,0,1,1,1,0,0,0
Buenos Aires,General San Martín,Villa Godoy Cruz,0,1,0,1,1,1,0,0,0
Buenos Aires,General San Martín,Villa Granaderos De San Martín,0,1,0,1,1,1,0,1,0
Buenos Aires,General San Martín,Villa Gregoria Matorras,0,1,0,1,1,1,0,0,0
Buenos Aires,General San Martín,Villa José León Suarez,1,1,0,1,1,1,1,1,0
Buenos Aires,Mercedes,Gowland,0,0,0,1,1,1,0,1,0
Buenos Aires,Mercedes,Jorge Born,0,0,0,0,0,0,0,1,0
Buenos Aires,Mercedes,Mercedes,1,1,1,1,1,1,1,1,1
Buenos Aires,Mercedes,Tomás Jofré,0,0,0,0,0,0,0,0,0
Buenos Aires,Merlo,Libertad,1,1,1,1,1,1,1,1,1
Buenos Aires,Merlo,Mariano Acosta,1,1,0,1,1,1,1,1,0
Buenos Aires,Merlo,Merlo,1,1,1,1,1,1,1,1,0
Buenos Aires,Merlo,Pontevedra,1,1,1,1,1,1,1,1,0
Buenos Aires,Merlo,San Antonio De Padua,1,1,1,1,1,1,1,1,0
Buenos Aires,Monte,Abbott,0,0,0,1,1,1,1,1,1
Buenos Aires,Monte,San Miguel del Monte (Est. Monte),1,1,1,1,1,1,1,1,0
Buenos Aires,Monte,Zenón Videla Dorna,0,0,0,0,1,0,0,0,0
Buenos Aires,Monte Hermoso,Balneario Sauce Grande,1,0,0,1,1,1,1,0,0
Buenos Aires,Monte Hermoso,Monte Hermoso,1,0,0,1,1,1,1,0,0
Buenos Aires,Moreno,Cuartel V,0,1,1,1,1,1,1,1,0
Buenos Aires,Moreno,Francisco Alvarez,1,1,1,1,1,1,1,1,0
Buenos Aires,Tigre,Don Torcuato Este,1,1,1,1,1,1,1,1,0
Buenos Aires,Tigre,Don Torcuato Oeste,0,0,0,0,1,1,0,1,0
Buenos Aires,Tigre,El Talar,1,1,0,1,1,1,1,1,1
Buenos Aires,Tigre,General Pacheco,1,1,0,1,1,1,1,1,1
Buenos Aires,Tigre,Los Troncos Del Talar,1,1,0,1,1,1,1,0,1
Buenos Aires,Tigre,Nordelta,0,1,0,1,1,1,1,0,0
Rio Negro,Ñorquincó,Mamuel Choique,0,0,0,1,0,0,1,0,0
Rio Negro,Ñorquincó,Ñorquincó,0,0,0,0,0,0,1,0,1
Rio Negro,Ñorquincó,Ojos de Agua,0,0,0,0,0,0,1,0,0
Buenos Aires,Tigre,Ricardo Rojas,1,1,0,1,1,1,1,0,0
Buenos Aires,Tigre,Rincón de Milberg,1,1,0,1,1,1,1,1,0
Buenos Aires,Tigre,Tigre,1,1,0,1,1,1,1,1,1
Buenos Aires,Tordillo,General Conesa,1,1,0,0,1,1,1,1,0
Buenos Aires,Tordillo,Villa Roch,0,0,0,0,1,1,0,1,0
Buenos Aires,Tornquist,Chasicó,0,0,0,0,0,0,1,0,0
Buenos Aires,Tornquist,Saldungaray,1,0,0,0,1,1,1,0,0
Buenos Aires,Tornquist,Sierra de la Ventana,0,1,0,1,1,1,1,0,0
